commit	subject	status	path	classification	durable_owner
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	M	autoresearch/experiments/repo-search-fixture-baseline.json	historical-branch-composite	triage research provenance index
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	M	autoresearch/experiments/repo-search-live-baseline.json	historical-branch-composite	triage research provenance index
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	M	autoresearch/program.md	historical-branch-composite	triage research provenance index
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	compose.yaml	qdrant-tantivy-provider-dead-end	historical index; no current authority
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	M	docs/generic-site-rag-plan-apply.md	provider-era-documentation-or-skill	current Buoy/Turbopuffer docs and skills
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	docs/qdrant-basket-validation.md	qdrant-tantivy-provider-dead-end	historical index; no current authority
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	docs/qdrant-local-runtime.md	qdrant-tantivy-provider-dead-end	historical index; no current authority
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	M	pyproject.toml	mixed-provider-cutover-source-composite	current Buoy/Turbopuffer source; named neutral gaps have separate owners
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	M	src/turbo_search/__init__.py	mixed-provider-cutover-source-composite	current Buoy/Turbopuffer source; named neutral gaps have separate owners
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	M	src/turbo_search/applied_state.py	mixed-provider-cutover-source-composite	current Buoy/Turbopuffer source; named neutral gaps have separate owners
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	M	src/turbo_search/apply.py	mixed-provider-cutover-source-composite	current Buoy/Turbopuffer source; named neutral gaps have separate owners
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	M	src/turbo_search/autoresearch.py	mixed-provider-cutover-source-composite	current Buoy/Turbopuffer source; named neutral gaps have separate owners
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	src/turbo_search/bm25.py	mixed-provider-cutover-source-composite	current Buoy/Turbopuffer source; named neutral gaps have separate owners
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	M	src/turbo_search/chunker.py	mixed-provider-cutover-source-composite	current Buoy/Turbopuffer source; named neutral gaps have separate owners
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	src/turbo_search/cleanup.py	superseded-generated-data-cleanup-lifecycle	historical index; current plan cleanup/source lifecycle differs
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	M	src/turbo_search/cli.py	mixed-provider-cutover-source-composite	current Buoy/Turbopuffer source; named neutral gaps have separate owners
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	M	src/turbo_search/config.py	mixed-provider-cutover-source-composite	current Buoy/Turbopuffer source; named neutral gaps have separate owners
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	M	src/turbo_search/crawler.py	mixed-provider-cutover-source-composite	current Buoy/Turbopuffer source; named neutral gaps have separate owners
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	M	src/turbo_search/evals.py	mixed-provider-cutover-source-composite	current Buoy/Turbopuffer source; named neutral gaps have separate owners
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	M	src/turbo_search/github_repo.py	mixed-provider-cutover-source-composite	current Buoy/Turbopuffer source; named neutral gaps have separate owners
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	src/turbo_search/namespace_delete.py	historical-turbopuffer-delete-no-current-product-request	historical index only; no current owner without current product request
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	M	src/turbo_search/plan_artifacts.py	mixed-provider-cutover-source-composite	current Buoy/Turbopuffer source; named neutral gaps have separate owners
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	M	src/turbo_search/plan_diff.py	mixed-provider-cutover-source-composite	current Buoy/Turbopuffer source; named neutral gaps have separate owners
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	src/turbo_search/qdrant.py	qdrant-tantivy-provider-dead-end	historical index; no current authority
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	src/turbo_search/qdrant_basket.py	qdrant-tantivy-provider-dead-end	historical index; no current authority
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	M	src/turbo_search/retriever.py	mixed-provider-cutover-source-composite	current Buoy/Turbopuffer source; named neutral gaps have separate owners
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	tests/fixtures/applied-state-v1.json	superseded-local-state-backend	current active compact DuckDB applied-state spec
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	M	tests/test_applied_state.py	mixed-provider-cutover-source-composite	current Buoy/Turbopuffer source; named neutral gaps have separate owners
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	M	tests/test_apply_cli.py	mixed-provider-cutover-source-composite	current Buoy/Turbopuffer source; named neutral gaps have separate owners
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	M	tests/test_autoresearch.py	mixed-provider-cutover-source-composite	current Buoy/Turbopuffer source; named neutral gaps have separate owners
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	tests/test_bm25.py	mixed-provider-cutover-source-composite	current Buoy/Turbopuffer source; named neutral gaps have separate owners
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	tests/test_cleanup_cli.py	superseded-generated-data-cleanup-lifecycle	historical index; current plan cleanup/source lifecycle differs
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	M	tests/test_cli.py	mixed-provider-cutover-source-composite	current Buoy/Turbopuffer source; named neutral gaps have separate owners
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	M	tests/test_crawler.py	mixed-provider-cutover-source-composite	current Buoy/Turbopuffer source; named neutral gaps have separate owners
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	M	tests/test_github_repo.py	mixed-provider-cutover-source-composite	current Buoy/Turbopuffer source; named neutral gaps have separate owners
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	tests/test_namespace_delete_cli.py	historical-turbopuffer-delete-no-current-product-request	historical index only; no current owner without current product request
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	M	tests/test_plan_artifacts.py	mixed-provider-cutover-source-composite	current Buoy/Turbopuffer source; named neutral gaps have separate owners
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	tests/test_qdrant_basket.py	qdrant-tantivy-provider-dead-end	historical index; no current authority
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	tests/test_qdrant_lifecycle.py	qdrant-tantivy-provider-dead-end	historical index; no current authority
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	A	tests/test_qdrant_runtime.py	qdrant-tantivy-provider-dead-end	historical index; no current authority
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	M	tests/test_retriever.py	mixed-provider-cutover-source-composite	current Buoy/Turbopuffer source; named neutral gaps have separate owners
d7a37d79de7011d9b4c0a0180f8bcea6265a7f62	feat: cut over search backend to qdrant	M	uv.lock	mixed-provider-cutover-source-composite	current Buoy/Turbopuffer source; named neutral gaps have separate owners
